Request,Politeness
"I'm leaving radiant/nescott to you. Can I ask you to look at my report of UBeR, please?",1
"Yellowmonkey has told me we need another FAR delegate and recommended you for the job. Is that something you're willing to do?",1
"Thanks for your reply. I've tried to incorporate the references into the article; how is it now?",1
"So you're interested in both Amiga computers and BDSM! Are you an atheist too?",0
"Thank you for removing the Speedy Deletion from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",1
"OK, then, define bias, propose a way to quantify it, and if it's accepted by consensus, we'll apply it to ''all'' the admins on that page. Or, perhaps as a starting point, how about presenting some evidence?",0
"Sorry, I dont quite remember what we were talking about. Can you tell me what you were/are confused about?",1
"That's basically what our members have said, not necessarily my opinion. Anything I miss?",0
"So you don't like people pointing out the errors you make? Or do you have any actual arguments to counter my post?",0
"Thank you for deleting the attack page I tagged. Should <url> be blocked for creating it?",1
"I'm curious as to why you chose to <url> a full two minutes after my last comment? Am I to take this as a sign you are no longer willing to discuss the issue?",0
"<url> has been promoted to A-class. Shouldn't that score?",0
"I received a message from the bot you run telling me that one of two duplicate files I uploaded is due for speedy deletion. If possible, could it be made that Bath_badge.png is the one that is deleted, rather than Bath_rugby_badge.png please?",1
"Acad, at <url> the article suddenly starts talking about ''Pomone'' without any context - is this a typo? You're a major contributor - can you clarify?",0
"Ah well, if you are going to have such a bizarre flight of fancy as far as to calling it an attack page then perhaps I will remove it. Maybe you should also look at how you interact with others?",0
"You know there's no excuse for the edits you're making related to your position at <url>. This has to go to <url>; would you like to make the report?",0
"Your bot has ruined the formatting on ref 2 in <url>. Would you care to either call off the bot or suggest an alternate formatting that will work better?",0
"Excellent, thank you! Can you also delete the <url> from en and move hooks from the <url> to <url>?",1
"If someone is an immigrant and not legally documented, that someone is an illegal immigrant. How can such a rally be anything but pro-illegal-immigration?",0
"I'm very impressed with your work getting Niagara County's NRHP list filled out with pictures and articles! Did you take most of those new pictures yourself?",1
"Okay, I will fix the crystals, but how do I put myself up for adoption again? Will you kindergarten <url> me through the process?",0
"I would like to first thank you for coding the afd helper app. Secondly, is it possible it could be changed to work with other XfDs?",1
"Just move <url> to <url>. And shouldn't the clean-up parameter be added to <url> also to make it work?",0
"Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?",0
"Was it you who deleted the section in Victor Garber's article about his sexuality and his partner? If yes, what was the reason?",0
"Why did you remove those German emigrant cases. Shouldn't we include those cases of people who was born in what was then Germany at the time?",0
"Granted, it wouldn't be terribly difficult for me to recreate what I did, but I don't like doing extra work when I don't have to. Could you at least userfy the last version edited by me?",0
"I was actually going to work on your suggestions today, regarding the GA nomination for <url>. Do you mind reopening the nomination?",1
"I appreciate your effort to seek consensus through a merge proposal before merging <url> to <url>, but as you are no doubt aware, no one participated in the discussion, meaning that while there was no articulated consensus against it, there was also no consensus for it. May I recommend undoing the merge for now, re-opening the discussion, and seeking wider input at the relatively large number of WikiProjects that handle those articles?",1
